price_deviation_ratio,seller_account_age_days,has_missing_details,num_previous_listings,is_fraudulent
0.0,113,0,4,0
0.0,178,0,5,0
0.0,535,0,1,0
0.0,186,0,2,0
0.0,83,0,4,0
0.0,264,0,3,0
0.0,29,0,4,0
0.0,1093,0,3,0
1.4436644598542696,9,1,0,1
1.0711278011002046,11,0,1,1
0.0,142,1,2,1
0.0,191,0,3,0
0.0,263,0,4,0
0.0,146,0,4,0
1.3818120694352853,2,1,1,1
0.0,296,0,4,0
0.0,1021,0,4,1
0.0,218,0,5,0
0.0,17,0,3,0
0.0,62,0,4,0
0.0,61,0,6,0
0.0,308,0,5,0
0.0,71,0,4,0
0.0,244,0,5,0
0.0,129,0,1,1
1.2666355412785126,5,1,1,1
0.0,30,0,3,0
0.0,404,0,7,0
0.0,94,0,4,1
0.0,155,0,3,0
0.0,66,0,0,0
0.30540731707200447,6,0,1,1
0.0,21,0,6,0
0.0,51,0,1,0
0.0,758,0,2,0
0.0,115,0,3,0
0.0,308,0,4,0
0.0,368,0,6,0
0.0,23,0,7,0
0.0,26,0,6,0
0.0,71,0,5,0
0.0,65,0,3,0
0.0,30,0,3,0
1.3908883014557822,24,1,0,1
0.0,29,0,3,0
1.4908964207735196,2,0,0,1
0.0,153,0,4,0
0.0,47,1,4,0
0.0,0,1,1,1
0.804365639854569,13,0,0,1
0.8922764178587463,1,0,0,0
0.0,95,0,5,0
0.0,227,0,4,0
0.45748499137129034,12,0,0,0
0.0,80,0,2,0
0.0,14,0,3,1
0.0,28,0,5,0
1.43756613606574,3,0,0,0
0.0,330,0,8,0
0.0,106,0,8,0
0.0,271,1,3,0
0.0,68,1,6,0
0.8475598206981707,11,1,0,1
0.0,32,0,1,0
0.0,319,0,8,0
0.0,82,1,4,0
0.0,11,0,4,0
0.0,43,0,1,0
0.0,116,0,5,0
0.0,418,0,4,0
0.0,87,0,4,0
0.0,135,0,7,0
0.0,32,0,5,0
0.0,229,0,3,0
1.0580652665974408,9,1,0,1
0.0,14,1,0,1
0.0,58,0,3,0
0.0,107,0,5,0
0.0,241,0,3,0
0.0,256,0,2,0
0.0,172,0,2,0
0.0,5,0,0,1
0.0,88,0,5,0
0.0,311,0,2,0
0.0,44,0,4,0
0.0,510,0,2,0
0.0,346,0,4,0
0.0,205,0,4,0
0.0,120,0,5,0
0.0,160,0,3,0
0.0,219,0,5,0
0.0,432,1,8,0
0.0,102,0,4,0
0.0,274,0,4,0
0.0,18,0,3,0
0.0,41,0,3,0
0.0,56,0,4,0
1.4123644766930379,4,0,2,1
0.0,28,1,0,1
0.0,92,0,3,0
0.0,146,0,2,0
0.0,318,0,2,0
0.0,201,0,5,0
0.0,26,0,7,0
0.0,158,0,8,0
0.0,141,0,5,0
0.0,74,0,4,0
0.0,89,0,6,0
0.0,111,0,2,0
0.0,160,0,5,0
0.0,106,0,3,0
0.0,69,0,5,0
0.0,26,0,1,1
0.7105754795840241,9,1,0,1
0.0,146,0,5,0
0.0,34,0,4,0
0.0,48,0,7,0
0.0,528,0,6,0
0.0,146,0,3,0
0.0,199,0,6,0
0.0,472,0,2,0
0.0,27,0,1,0
0.0,3,1,0,1
0.0,425,0,6,0
0.0,216,0,7,0
0.0,22,0,8,1
0.0,141,0,7,0
0.0,56,0,9,0
0.0,8,1,0,1
0.0,190,0,5,0
0.0,426,0,8,0
0.0,76,0,6,0
0.8729141045038384,13,0,1,1
0.0,201,0,6,0
0.0,231,0,2,0
0.0,88,0,8,0
0.773950196456398,14,1,0,1
0.0,14,0,1,0
0.0,68,0,3,0
0.0,248,1,6,0
0.0,72,0,2,0
0.0,51,0,5,0
0.0,179,0,8,0
0.0,16,1,1,1
1.3915408940881733,5,1,1,1
0.0,57,0,1,1
0.0,649,0,4,0
0.0,3,1,1,1
0.0,257,0,6,0
0.0,64,0,8,0
0.0,32,0,5,0
0.0,201,0,1,0
0.0,108,0,3,0
0.3116792069623391,4,1,1,1
0.0,15,0,3,0
0.0,162,0,4,0
0.0,554,0,8,0
0.0,56,0,4,0
0.0,123,0,4,0
0.0,175,0,5,0
0.0,607,0,5,0
0.0,190,0,4,0
0.0,35,1,3,0
0.0,31,0,2,0
0.0,11,0,4,0
0.0,19,0,9,0
0.0,150,0,6,0
0.7888296348232536,7,1,1,1
0.0,81,0,3,0
0.0,84,0,4,1
0.0,7,0,1,0
0.0,350,0,2,0
0.0,167,0,4,0
0.0,339,0,2,0
0.0,303,0,5,0
0.0,147,0,5,0
0.0,123,1,1,0
0.0,176,1,7,0
0.0,99,0,6,0
0.0,95,0,4,0
0.0,65,0,3,0
0.0,25,0,6,0
0.0,112,0,9,0
0.0,39,1,1,0
0.0,165,1,4,0
0.0,154,0,4,0
0.0,36,0,1,0
0.0,275,0,5,0
0.0,135,0,4,0
1.411611184067489,6,0,0,1
0.0,15,0,3,0
0.0,69,0,8,0
0.0,156,0,8,0
0.0,281,0,4,0
0.0,207,0,5,0
0.0,44,0,5,0
0.0,529,0,8,0
0.0,98,0,6,0
0.0,18,0,4,0
0.0,16,0,2,0
0.0,259,0,5,0
0.0,4,0,0,1
0.0,102,0,7,0
0.0,1297,0,2,0
0.0,118,0,2,0
0.0,63,0,3,1
0.0,6,0,0,1
1.3364841276239685,18,1,0,1
0.0,195,0,4,0
0.0,42,0,2,0
0.0,15,1,0,1
0.0,124,0,2,0
0.0,102,1,6,0
0.0,183,1,2,1
0.0,32,0,3,0
0.0,19,1,0,0
0.0,133,0,2,0
0.0,488,0,6,0
0.0,46,0,8,0
0.0,57,0,3,0
0.0,53,0,3,0
0.0,46,0,6,0
0.0,222,0,3,0
0.0,47,0,2,0
0.0,199,0,1,0
0.0,494,0,4,0
0.0,22,0,4,0
0.0,344,0,4,1
0.0,17,0,9,0
0.0,634,0,3,0
0.0,55,0,4,0
0.0,218,0,2,0
0.0,257,0,7,0
0.0,10,1,0,1
0.0,16,0,3,0
0.0,141,0,7,0
0.0,144,0,3,0
0.0,228,0,4,0
0.0,95,0,3,0
0.0,31,0,7,0
0.0,71,0,4,0
0.0,172,1,5,0
1.308965697185424,7,1,0,1
0.0,292,0,2,0
0.0,1558,0,4,0
0.0,384,0,5,0
0.0,484,0,3,0
0.0,116,0,2,0
0.8510437478209432,13,0,0,1
0.0,1071,0,1,0
0.0,166,0,2,0
0.0,185,0,6,0
0.0,62,0,2,0
0.0,432,0,4,0
0.0,96,0,3,0
0.0,89,1,6,0
0.0,1,1,1,1
0.0,192,0,2,0
0.0,57,0,5,0
0.0,734,0,5,0
0.0,5,1,1,1
0.0,126,0,4,1
0.0,359,0,5,0
0.0,10,1,1,1
0.0,226,0,1,0
0.0,64,0,5,0
0.0,258,0,4,0
0.0,87,0,9,0
1.429724217716188,19,0,0,1
0.0,353,0,4,0
0.0,31,0,6,1
0.0,58,0,4,0
0.0,353,0,3,0
0.0,405,0,1,0
0.0,0,0,1,1
0.0,258,0,6,0
0.0,239,0,4,0
0.0,288,0,4,0
0.0,1,1,0,1
0.0,84,0,3,0
0.0,48,0,5,0
0.0,133,0,3,0
1.4954474179133215,10,0,2,1
0.0,92,0,4,0
0.0,104,0,6,0
0.9231903262226578,0,1,1,1
1.2630896024920366,19,1,0,1
0.0,75,0,5,0
0.0,121,0,5,0
0.0,276,0,2,0
0.0,156,0,3,0
0.0,105,1,3,0
0.0,389,0,2,0
0.0,116,0,3,0
0.0,1,1,0,1
0.0,246,1,6,1
0.0,187,0,3,0
0.0,172,0,6,0
0.0,129,0,8,0
0.0,107,1,3,0
0.0,13,1,0,1
0.0,889,0,3,0
0.0,125,0,0,0
0.0,551,0,5,0
0.0,35,0,2,0
0.0,368,1,8,0
0.0,240,0,4,0
0.3925553199530094,2,1,1,1
0.0,138,0,3,0
0.0,359,0,2,0
0.0,241,1,4,0
0.0,15,0,3,0
0.0,425,0,5,0
0.0,181,0,5,0
0.0,58,0,4,0
0.0,188,0,6,0
0.0,296,1,6,0
0.0,143,0,4,0
0.0,363,0,5,0
0.8748548865535479,1,1,1,1
1.4588226673806024,14,0,2,1
0.0,487,0,4,0
0.0,300,0,3,0
0.0,805,0,1,0
0.0,56,0,4,0
1.3786403024081408,0,0,0,1
0.0,314,0,4,0
0.0,171,0,4,0
0.0,15,0,4,0
0.0,263,0,3,0
0.0,324,0,1,0
0.0,118,0,4,0
0.0,147,1,3,0
0.0,750,0,6,0
0.4003396312530207,0,0,1,1
0.0,266,0,3,0
0.0,4,0,3,1
0.0,818,0,2,0
0.0,258,1,5,0
0.0,119,0,9,0
0.0,297,0,3,0
0.0,92,0,2,0
0.0,1228,0,4,0
0.0,483,0,2,0
0.0,85,0,3,0
0.0,555,0,3,0
0.0,420,0,2,0
0.0,143,0,2,0
0.7910364757199437,36,0,0,1
0.0,82,0,3,0
0.0,87,0,4,0
0.0,15,0,2,0
0.0,93,0,3,0
0.0,467,0,4,0
0.0,268,0,2,0
0.0,184,0,2,0
0.0,86,0,4,0
0.0,10,0,5,0
0.0,138,0,6,0
0.0,266,0,5,0
0.0,25,0,4,0
0.0,112,0,4,0
0.0,61,0,5,0
0.0,216,1,7,0
0.0,37,0,4,0
1.143771422866977,8,1,2,1
0.0,425,0,6,0
0.0,246,0,4,0
0.0,131,0,4,0
0.0,35,1,2,0
0.0,22,0,6,0
0.0,305,0,1,1
0.0,98,0,6,1
0.0,117,0,2,1
0.8883696898669109,21,0,0,1
0.0,186,0,6,0
0.0,155,0,6,0
0.0,247,0,3,0
0.0,13,0,0,1
0.0,106,0,4,0
0.0,67,0,4,0
0.0,81,0,3,0
0.0,373,0,3,0
0.0,22,0,0,1
0.0,146,0,6,0
0.0,150,0,5,0
0.0,175,0,2,0
0.0,120,0,5,0
0.0,161,0,1,0
0.0,557,0,3,0
0.0,256,0,5,0
0.0,263,0,2,0
0.0,231,0,4,0
0.0,165,0,4,0
0.0,361,0,0,0
0.0,209,0,5,0
0.0,132,0,3,0
0.0,355,0,2,0
0.0,169,0,8,0
0.0,56,1,0,0
0.0,229,0,5,1
0.0,63,0,7,0
0.0,562,0,3,1
0.0,14,1,2,1
0.0,280,0,5,0
0.0,69,0,4,0
0.0,68,0,3,0
0.0,61,0,4,0
0.0,485,0,4,0
1.398084407667172,3,0,1,1
0.0,42,0,8,0
0.0,251,0,4,1
0.0,98,0,3,0
0.0,381,0,5,0
0.0,67,1,2,0
0.0,386,1,5,0
0.0,55,0,4,0
0.0,39,0,8,0
0.0,155,1,2,0
0.0,543,0,7,0
0.0,458,0,2,0
0.3639315334645956,14,0,0,1
0.0,855,0,2,0
0.0,188,1,6,0
1.038820176483259,1,1,1,1
0.0,180,1,3,1
0.0,144,0,1,0
0.5387296415856829,8,0,0,1
0.0,166,0,3,1
0.0,544,0,6,0
0.0,85,0,5,0
0.0,473,0,3,0
0.0,1485,0,2,0
0.0,169,0,5,1
0.0,347,1,2,0
0.0,517,0,1,0
0.0,169,0,5,0
0.0,71,0,2,0
0.0,187,0,2,0
0.0,317,1,5,0
0.0,13,0,4,0
0.0,673,0,2,0
0.0,28,0,4,0
0.6453967469221107,6,1,2,0
0.0,557,0,4,0
0.0,15,0,2,0
0.0,249,0,6,0
0.0,250,1,7,0
0.0,354,0,0,0
0.0,445,1,4,0
0.0,77,0,6,0
0.0,19,0,4,0
0.0,20,0,4,0
0.0,64,0,8,0
0.0,105,0,4,0
0.0,546,0,2,0
0.0,86,0,2,0
0.0,67,0,6,0
0.0,263,0,5,0
0.6822630958660859,69,1,0,1
0.6150589857538759,10,1,0,1
0.0,132,0,4,0
0.0,76,0,4,0
0.0,234,0,5,0
0.0,69,0,3,0
0.0,19,0,5,0
0.0,164,0,0,0
1.1137691082344998,30,1,1,1
0.0,98,0,2,0
0.0,48,0,7,0
0.0,416,0,2,0
0.0,58,0,3,0
0.0,157,1,6,0
0.0,82,0,2,0
0.0,61,0,6,0
0.0,29,0,1,0
0.0,222,0,10,0
0.0,580,0,3,0
0.0,530,0,4,0
0.0,182,0,3,0
0.0,53,0,2,0
0.0,55,0,1,0
0.0,22,0,4,0
0.0,106,0,5,0
1.4379791850499295,0,1,2,1
0.0,357,0,3,0
0.0,720,0,8,0
0.0,496,1,7,0
0.0,243,0,3,0
0.0,335,0,3,0
0.0,81,0,0,0
0.0,296,0,7,0
0.0,59,0,5,0
0.0,136,0,4,0
0.3718001114232513,53,0,0,1
0.0,177,0,4,0
0.0,356,0,3,0
0.0,549,0,4,0
0.0,281,0,3,0
0.0,454,0,2,0
0.0,99,0,2,1
0.0,52,0,1,0
0.0,681,0,9,0
0.0,235,0,4,0
0.0,449,1,3,0
0.0,67,1,2,0
0.0,41,0,5,0
0.0,181,0,7,0
0.0,11,1,9,0
0.0,41,1,2,1
0.0,41,0,4,0
0.0,102,0,5,0
0.0,6,0,0,1
0.0,46,0,7,0
0.0,388,0,2,0
0.0,99,0,4,0
0.5746783045509555,37,1,0,1
0.0,130,0,4,0
0.0,495,1,3,0
0.0,255,0,5,0
0.0,264,0,5,0
0.0,32,0,6,0
0.0,46,0,1,0
0.0,39,0,5,0
0.0,318,0,5,0
0.0,10,0,5,0
0.0,86,0,1,0
0.0,66,0,1,0
0.0,39,0,4,0
0.0,179,0,5,0
0.0,500,0,6,0
0.0,65,0,8,0
0.0,64,0,4,0
0.0,99,0,6,0
1.1045660042105745,35,0,1,1
0.0,40,0,3,0
0.0,681,0,8,0
0.0,121,0,1,0
0.0,37,1,4,1
0.0,990,0,3,0
0.0,25,1,7,0
0.0,62,0,6,0
0.0,163,0,3,0
0.0,49,0,4,0
0.0,292,0,2,0
0.0,441,0,6,0
0.8834951472088501,9,0,1,1
0.0,31,0,6,0
0.0,155,0,3,0
0.0,18,0,7,0
0.0,134,0,3,0
0.0,536,0,1,0
0.0,0,0,0,1
0.0,262,0,6,0
0.0,325,0,7,0
0.0,140,0,4,0
0.0,386,0,4,0
0.0,48,0,2,0
0.0,19,0,3,0
0.0,258,0,1,0
0.0,255,0,4,0
1.3775469994884222,48,0,0,1
0.0,44,0,7,0
0.0,96,0,6,0
0.0,97,0,6,0
0.0,377,0,3,0
0.6869438991648769,35,1,0,1
0.0,85,0,3,0
0.0,259,0,5,0
0.0,130,0,4,0
0.0,114,1,1,0
0.0,58,0,6,0
0.0,93,0,5,0
0.0,170,0,3,0
0.0,82,1,1,0
0.0,183,1,4,0
0.0,24,0,1,0
1.4138050077286393,15,1,0,1
0.0,238,0,4,0
0.0,474,0,5,0
0.0,105,0,5,0
0.0,162,0,2,0
0.0,16,0,8,0
0.0,66,0,2,0
0.0,51,0,7,0
0.0,32,0,4,0
0.0,89,0,7,0
0.0,89,0,4,0
0.0,710,0,5,1
0.0,359,0,7,0
0.0,1147,0,3,0
0.0,210,0,3,0
0.0,185,0,7,0
0.0,414,0,5,0
0.0,141,0,1,0
0.0,102,0,7,0
0.0,98,0,4,0
0.0,155,0,2,0
0.0,115,0,4,0
0.0,3,1,1,1
0.0,127,0,2,1
0.0,63,0,4,0
0.0,441,0,3,0
0.0,46,0,3,0
0.0,119,0,3,0
0.0,111,0,7,0
0.0,131,0,4,0
0.0,80,0,2,0
0.0,280,0,4,1
0.0,17,0,6,0
0.0,67,0,4,0
0.0,18,0,6,0
0.0,33,0,1,0
0.0,5,1,0,1
0.0,13,1,4,0
0.0,196,0,6,0
0.0,392,0,1,0
0.0,119,1,3,0
1.4051306637682879,3,0,0,1
0.0,1221,0,1,0
0.0,117,0,0,0
0.0,26,1,0,1
0.0,188,0,4,0
0.0,845,0,6,0
1.1231066029546857,11,1,0,1
0.0,94,0,2,0
0.0,260,0,5,0
0.0,80,0,1,0
0.0,234,1,2,0
0.0,426,0,4,0
0.0,346,0,6,0
0.0,204,0,2,0
0.0,58,0,5,0
0.0,539,0,4,0
0.0,493,0,4,0
0.6793038031070351,11,1,1,1
0.0,517,0,3,0
0.0,205,0,3,0
0.0,298,0,2,0
0.0,75,0,4,0
0.0,25,0,4,0
0.0,195,0,2,0
0.0,454,0,2,0
0.0,411,0,3,0
0.0,88,0,4,0
0.0,345,0,4,0
0.0,94,0,4,0
0.0,51,0,1,0
0.0,37,0,8,0
0.0,22,1,0,1
0.0,91,0,5,0
0.0,385,1,4,0
0.0,229,0,2,0
0.0,80,0,3,0
0.0,215,0,3,0
0.0,66,0,7,0
1.1447263635384937,24,1,1,0
0.0,1,1,1,1
0.0,26,1,0,1
0.0,54,0,7,0
1.1370006675131301,6,0,0,1
0.8896839853508278,13,0,2,1
0.0,148,0,5,0
0.0,95,0,1,0
0.0,59,0,8,0
0.0,216,0,1,0
0.0,616,0,4,0
0.0,738,0,3,1
0.0,131,0,3,0
0.0,91,0,3,0
0.0,438,1,1,0
0.0,12,1,6,0
0.0,63,0,1,0
0.0,79,0,9,0
0.0,291,1,5,0
0.0,199,0,3,0
0.0,270,0,7,0
0.0,87,0,4,0
0.0,179,0,3,0
0.0,37,0,8,0
0.0,446,0,2,0
0.0,93,0,3,0
1.1437130849815418,10,1,1,1
0.0,206,0,6,0
0.0,393,0,8,1
0.0,230,0,3,0
0.0,62,0,1,0
0.0,96,0,4,0
0.0,393,0,4,0
0.0,521,0,6,0
0.0,234,0,5,0
0.0,49,0,5,0
0.0,214,0,5,0
0.0,339,0,4,0
0.0,40,0,1,0
1.1493476080533171,23,0,0,1
0.0,88,0,2,0
0.0,168,0,5,0
0.0,80,0,1,0
0.36838330559936017,10,1,0,1
0.0,68,0,8,0
0.0,133,0,3,0
0.34570635939597993,10,1,1,0
0.0,191,0,6,0
0.0,118,0,4,0
0.0,312,0,0,0
0.0,246,0,8,0
0.0,185,0,3,0
0.0,96,0,5,0
0.0,61,0,4,0
0.0,59,0,5,0
0.0,40,0,2,0
0.0,271,0,4,0
0.0,139,0,2,0
0.0,234,0,0,0
0.0,113,0,6,0
0.0,34,1,6,0
0.0,124,0,3,0
0.6314307270615123,11,1,1,0
0.0,74,0,8,0
0.0,38,1,2,0
0.0,84,0,4,0
0.0,433,0,3,0
0.0,117,0,5,0
0.0,60,0,4,0
0.0,301,0,2,0
0.0,641,0,9,0
0.0,590,0,8,0
0.0,21,1,0,1
0.0,15,0,0,1
0.0,308,0,2,0
0.0,619,0,1,0
0.0,215,0,3,0
0.0,18,1,0,1
0.0,306,0,6,0
0.0,160,0,2,0
0.0,578,0,2,0
0.0,13,0,4,0
0.0,75,0,3,0
0.0,50,0,4,0
0.0,53,0,4,0
0.0,430,0,4,0
0.0,51,0,7,0
0.0,262,0,6,0
0.0,382,0,4,0
0.0,449,0,5,0
0.0,151,0,4,0
0.0,285,0,4,0
0.0,24,0,4,0
0.0,335,0,3,0
0.0,152,0,2,0
0.0,44,0,2,0
0.0,97,0,5,0
0.0,21,0,2,0
0.0,572,0,6,1
0.0,237,0,2,0
0.0,85,0,5,0
0.0,341,0,2,0
0.0,230,1,4,0
0.0,164,0,6,0
0.0,95,0,2,0
0.0,348,0,7,0
0.0,255,0,4,0
0.0,320,0,3,0
0.0,433,0,8,0
0.0,145,0,3,0
0.0,118,0,2,0
0.0,83,0,6,0
0.0,190,0,2,0
0.0,11,0,5,0
0.0,1565,0,3,0
0.0,78,0,2,0
0.0,22,0,7,0
0.0,86,0,8,0
0.0,19,0,7,0
0.0,172,0,5,0
0.0,34,0,3,1
0.0,33,0,4,0
0.0,16,1,1,0
0.0,5,0,0,1
0.0,24,0,3,0
0.0,424,0,4,0
0.0,72,0,7,0
0.0,68,0,1,0
0.0,294,0,1,0
0.0,147,0,7,1
0.0,11,1,0,1
0.0,246,0,3,1
0.0,212,0,2,0
0.0,130,1,7,0
0.0,49,0,3,0
1.3949585017300565,13,0,2,1
0.3986947500378329,4,0,2,1
0.0,61,0,6,0
1.474283681253628,7,0,0,1
0.0,23,1,4,0
0.0,168,0,5,0
0.0,161,0,4,0
0.0,43,0,4,0
0.0,443,0,3,0
1.48678723332006,19,1,2,1
0.0,133,0,3,1
0.0,58,0,2,0
0.4857549535005933,39,1,0,1
0.0,480,0,5,0
0.0,266,0,4,0
0.0,206,0,7,0
0.0,88,0,5,0
0.0,240,0,3,0
0.0,17,0,6,0
0.0,175,0,7,0
0.0,124,0,8,0
0.0,294,0,5,0
0.0,83,0,6,0
0.0,367,0,3,0
0.0,30,0,1,1
0.0,325,0,6,0
0.0,134,0,3,1
1.1337439024889067,8,1,1,1
0.0,96,0,2,0
0.0,91,0,2,0
1.261499771120126,80,0,1,1
0.0,127,0,5,0
0.0,34,0,3,0
0.0,28,0,6,0
0.0,34,0,7,1
0.0,161,0,4,0
0.0,40,0,5,0
1.1000822233833472,17,1,0,1
0.0,356,0,2,0
0.0,312,0,1,0
0.0,145,0,3,0
0.0,29,1,0,1
0.0,98,0,5,0
0.0,148,0,2,1
0.0,208,0,3,0
0.0,95,0,3,0
0.0,14,0,6,0
0.0,192,0,4,0
0.0,367,0,4,0
0.0,20,0,3,0
0.92916141094561,2,0,1,1
0.0,200,0,4,0
0.0,906,0,5,0
1.2736179021626544,5,0,2,1
0.0,243,0,6,0
0.0,531,0,6,0
0.0,238,0,6,0
0.0,51,0,6,1
0.0,373,0,3,0
0.0,18,1,0,1
0.0,13,0,3,0
0.0,43,0,3,0
0.0,107,0,8,1
0.0,206,0,2,0
0.0,424,0,2,0
0.0,226,0,4,0
0.0,139,0,3,0
1.0279612559331373,13,1,0,1
0.0,52,0,4,1
0.0,46,0,3,0
0.0,80,0,2,0
0.0,89,0,3,0
0.0,15,0,1,0
0.0,417,0,7,0
0.0,89,0,1,0
0.0,303,0,4,0
0.0,391,0,3,0
0.0,63,1,2,0
0.0,340,0,5,0
0.0,104,0,5,0
0.0,153,0,2,0
0.0,33,0,5,0
0.0,289,0,3,0
0.0,607,0,4,0
0.0,15,1,5,0
0.0,153,0,4,0
0.0,27,0,7,0
0.0,130,0,3,0
0.0,388,0,5,0
0.0,83,0,2,0
0.0,18,1,3,0
0.0,332,0,6,0
1.0696348874306851,15,1,0,1
0.0,19,0,5,1
0.0,71,0,1,0
0.9793261448677884,10,1,0,1
0.0,276,0,9,0
0.0,62,0,2,0
0.0,368,0,2,0
0.0,147,0,2,0
0.0,137,0,3,0
0.0,216,0,3,0
